Record ID,Family Resource Center,Age,Race / Ethnicity,Gender,Primary Language,Geography,Poverty Level
20137,La Manzana Community Resources,19-59,Latino,Female,Spanish,Watsonville,Below 100%
77069,La Manzana Community Resources,19-59,Multi-racial,Male,Spanish,Watsonville,100%-200%
76821,La Manzana Community Resources,19-59,Multi-racial,Male,Spanish,Watsonville,Below 100%
84591,La Manzana Community Resources,19-59,White,Male,English,Watsonville,Below 100%
19357,La Manzana Community Resources,19-59,Multi-racial,Male,Other,Watsonville,Below 100%
1744,La Manzana Community Resources,19-59,Latino,Female,Other,Watsonville,Below 100%
50027,La Manzana Community Resources,19-59,Multi-racial,Male,Spanish,Watsonville,Below 100%
19376,La Manzana Community Resources,19-59,Multi-racial,Male,Spanish,Watsonville,Below 100%
92544,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
98440,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
6959,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
7422,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
17248,La Manzana Community Resources,19-59,Latino,Female,Spanish,Monterey County,Below 100%
91314,La Manzana Community Resources,19-59,Multi-racial,Female,English,Monterey County,Below 100%
5355,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
19534,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
47216,La Manzana Community Resources,19-59,Multi-racial,Female,Other,Watsonville,Below 100%
11842,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
67573,La Manzana Community Resources,19-59,Multi-racial,Female,Other,Monterey County,Below 100%
62045,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Monterey County,Below 100%
66562,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
98456,La Manzana Community Resources,19-59,Multi-racial,Male,Other,Watsonville,Below 100%
98117,La Manzana Community Resources,19-59,Multi-racial,Female,English,Watsonville,Below 100%
85789,La Manzana Community Resources,19-59,Latino,Female,Other,Monterey County,Below 100%
13245,La Manzana Community Resources,19-59,Multi-racial,Male,Spanish,Watsonville,Below 100%
42442,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,South County,Below 100%
76774,La Manzana Community Resources,19-59,Multi-racial,Male,Other,Watsonville,Below 100%
1211,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
76865,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
68874,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
84335,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Monterey County,Below 100%
18604,La Manzana Community Resources,19-59,Latino,Female,Spanish,Watsonville,Below 100%
3461,La Manzana Community Resources,19-59,Multi-racial,Male,Spanish,Watsonville,Below 100%
97439,La Manzana Community Resources,19-59,Multi-racial,Female,Other,Santa Cruz ,Below 100%
1099,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
88124,La Manzana Community Resources,19-59,Multi-racial,Male,Spanish,Watsonville,Below 100%
12502,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
96957,La Manzana Community Resources,19-59,Multi-racial,Male,Spanish,Watsonville,Below 100%
85744,La Manzana Community Resources,19-59,White,Male,Spanish,South County,Below 100%
56538,La Manzana Community Resources,19-59,Multi-racial,Female,Other,Watsonville,Below 100%
77839,La Manzana Community Resources,19-59,Multi-racial,Male,Spanish,South County,Below 100%
92826,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
34605,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Mid-County,Below 100%
98643,La Manzana Community Resources,19-59,Multi-racial,Male,Spanish,Watsonville,Below 100%
77561,La Manzana Community Resources,19-59,Multi-racial,Male,Spanish,Watsonville,Below 100%
80204,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
83261,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
85677,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,South County,Below 100%
31364,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
97668,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Monterey County,Below 100%
49936,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,South County,Below 100%
95831,La Manzana Community Resources,19-59,Multi-racial,Male,Spanish,Watsonville,Below 100%
89360,La Manzana Community Resources,19-59,White,Female,Spanish,Mid-County,Below 100%
84155,La Manzana Community Resources,19-59,White,Male,Spanish,Watsonville,Below 100%
85611,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,South County,Below 100%
76876,La Manzana Community Resources,19-59,Multi-racial,Male,Spanish,Watsonville,Below 100%
36337,La Manzana Community Resources,19-59,Latino,Female,English,Watsonville,Below 100%
15598,La Manzana Community Resources,19-59,Multi-racial,Male,Spanish,Monterey County,Below 100%
19518,La Manzana Community Resources,19-59,Latino,Male,Spanish,Watsonville,Below 100%
9120,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
10918,La Manzana Community Resources,19-59,Latino,Female,Spanish,Watsonville,Below 100%
62776,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
39983,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Monterey County,Below 100%
67092,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
91244,La Manzana Community Resources,19-59,Multi-racial,Female,English,Watsonville,Below 100%
13303,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
4361,La Manzana Community Resources,19-59,Latino,Female,Spanish,Watsonville,Below 100%
54080,La Manzana Community Resources,19-59,Multi-racial,Female,Other,Monterey County,Below 100%
28018,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
9523,La Manzana Community Resources,19-59,Latino,Female,Spanish,Watsonville,Below 100%
55527,La Manzana Community Resources,19-59,Multi-racial,Female,English,Monterey County,Below 100%
43497,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
19468,La Manzana Community Resources,19-59,Latino,Female,Spanish,Watsonville,Below 100%
58298,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
71005,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,South County,Below 100%
94515,La Manzana Community Resources,19-59,Multi-racial,Male,Spanish,Monterey County,Below 100%
88597,La Manzana Community Resources,19-59,Multi-racial,Male,Spanish,Santa Cruz ,Below 100%
11767,La Manzana Community Resources,19-59,Multi-racial,Female,Other,Watsonville,Below 100%
87246,La Manzana Community Resources,19-59,Multi-racial,Male,Spanish,Watsonville,Below 100%
88958,La Manzana Community Resources,19-59,Multi-racial,Male,Spanish,Watsonville,Below 100%
93459,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
13506,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,South County,Below 100%
85967,La Manzana Community Resources,19-59,Multi-racial,Female,English,Watsonville,Below 100%
66288,La Manzana Community Resources,19-59,White,Female,English,Watsonville,Below 100%
39099,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
95014,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Monterey County,Below 100%
83572,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
74743,La Manzana Community Resources,19-59,Latino,Female,Spanish,Watsonville,Below 100%
43899,La Manzana Community Resources,19-59,Multi-racial,Female,English,Watsonville,Below 100%
16571,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
88000,La Manzana Community Resources,19-59,Multi-racial,Male,Spanish,Watsonville,Below 100%
16770,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
39548,La Manzana Community Resources,19-59,Multi-racial,Male,English,Watsonville,Below 100%
5797,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,South County,Below 100%
78001,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
80698,La Manzana Community Resources,19-59,Multi-racial,Male,Spanish,Watsonville,Below 100%
82348,La Manzana Community Resources,19-59,Multi-racial,Female,Other,Watsonville,Below 100%
83727,La Manzana Community Resources,19-59,Multi-racial,Male,Spanish,Watsonville,Below 100%
96373,La Manzana Community Resources,19-59,Multi-racial,Male,Spanish,Watsonville,Below 100%
9930,La Manzana Community Resources,19-59,Latino,Female,Spanish,Watsonville,Below 100%
82028,La Manzana Community Resources,19-59,Multi-racial,Female,English,Monterey County,Below 100%
83570,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Monterey County,Below 100%
96360,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
82645,La Manzana Community Resources,19-59,White,Female,English,Santa Cruz ,Below 100%
97433,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Santa Cruz ,Below 100%
116706,La Manzana Community Resources,19-59,Multi-racial,Female,English,Watsonville,Below 100%
97767,La Manzana Community Resources,19-59,Multi-racial,Male,Spanish,Watsonville,Below 100%
21885,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
84844,La Manzana Community Resources,19-59,Multi-racial,Male,Spanish,Watsonville,Below 100%
95040,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
93129,La Manzana Community Resources,19-59,Multi-racial,Female,English,Monterey County,Below 100%
9066,La Manzana Community Resources,19-59,Latino,Female,Spanish,Watsonville,Below 100%
10911,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,South County,Below 100%
49979,La Manzana Community Resources,19-59,Multi-racial,Male,Other,Watsonville,Below 100%
92310,La Manzana Community Resources,19-59,Multi-racial,Female,English,Monterey County,Below 100%
42615,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
83525,La Manzana Community Resources,19-59,Multi-racial,Female,Other,Monterey County,Below 100%
98303,La Manzana Community Resources,19-59,Multi-racial,Male,Spanish,Watsonville,Below 100%
30537,La Manzana Community Resources,19-59,Multi-racial,Female,English,Watsonville,Below 100%
18417,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Mid-County,Below 100%
85800,La Manzana Community Resources,19-59,Multi-racial,Male,Spanish,Watsonville,Below 100%
25305,La Manzana Community Resources,19-59,Latino,Female,Spanish,Watsonville,Below 100%
75271,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Monterey County,Below 100%
89304,La Manzana Community Resources,19-59,Multi-racial,Male,Spanish,Monterey County,Below 100%
88528,La Manzana Community Resources,19-59,Multi-racial,Female,English,South County,Below 100%
12118,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
94268,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,South County,Below 100%
3964,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
9850,La Manzana Community Resources,19-59,Multi-racial,Male,Other,Watsonville,Below 100%
5458,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,South County,Below 100%
79880,La Manzana Community Resources,19-59,Multi-racial,Male,Other,Monterey County,Below 100%
91652,La Manzana Community Resources,19-59,Multi-racial,Male,Spanish,Watsonville,Below 100%
12744,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
88949,La Manzana Community Resources,19-59,Multi-racial,Female,English,Watsonville,Below 100%
87622,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Monterey County,Below 100%
80876,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
21956,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
5057,La Manzana Community Resources,19-59,Multi-racial,Female,Other,Watsonville,Below 100%
6170,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
78294,La Manzana Community Resources,19-59,Multi-racial,Male,Spanish,Monterey County,Below 100%
59370,La Manzana Community Resources,19-59,Multi-racial,Female,Other,Monterey County,Below 100%
10262,La Manzana Community Resources,19-59,Latino,Female,Spanish,Watsonville,Below 100%
68217,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Monterey County,Below 100%
10802,La Manzana Community Resources,19-59,Latino,Female,Spanish,Watsonville,Below 100%
28653,La Manzana Community Resources,19-59,Multi-racial,Male,Spanish,Watsonville,Below 100%
51370,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Monterey County,Below 100%
90132,La Manzana Community Resources,19-59,Multi-racial,Male,Spanish,Watsonville,Below 100%
96073,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,San Benito County,Below 100%
35688,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
22598,La Manzana Community Resources,19-59,Latino,Female,Spanish,Watsonville,Below 100%
75441,La Manzana Community Resources,19-59,Multi-racial,Male,Spanish,Watsonville,Below 100%
11785,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
44154,La Manzana Community Resources,19-59,Latino,Male,Spanish,Watsonville,Above 200%
98462,La Manzana Community Resources,19-59,Multi-racial,Female,English,Watsonville,Below 100%
91945,La Manzana Community Resources,19-59,Multi-racial,Male,Spanish,Watsonville,Below 100%
1096,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
86273,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
45371,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
81441,La Manzana Community Resources,19-59,White,Female,English,Watsonville,Below 100%
81587,La Manzana Community Resources,19-59,Multi-racial,Female,Other,Monterey County,Below 100%
5739,La Manzana Community Resources,19-59,American Indian or Alaska Native,Female,Spanish,Watsonville,Below 100%
13206,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
11188,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
91948,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
1497,La Manzana Community Resources,19-59,Multi-racial,Female,English,Watsonville,Below 100%
46304,La Manzana Community Resources,19-59,Multi-racial,Male,Spanish,Watsonville,Below 100%
10594,La Manzana Community Resources,19-59,Multi-racial,Male,Spanish,Watsonville,Below 100%
5243,La Manzana Community Resources,19-59,Latino,Female,Spanish,Watsonville,Below 100%
33475,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,South County,Below 100%
81566,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
80495,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Monterey County,Below 100%
32637,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
51283,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,South County,Below 100%
85726,La Manzana Community Resources,19-59,White,Female,Other,Watsonville,Below 100%
92936,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
11821,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
79047,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
57732,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Monterey County,Below 100%
83520,La Manzana Community Resources,19-59,Multi-racial,Male,Spanish,Watsonville,Below 100%
16167,La Manzana Community Resources,19-59,Latino,Female,Spanish,Watsonville,Below 100%
82392,La Manzana Community Resources,19-59,Multi-racial,Male,Spanish,Watsonville,Below 100%
2410,La Manzana Community Resources,19-59,Multi-racial,Female,Other,Watsonville,Below 100%
62464,La Manzana Community Resources,19-59,Multi-racial,Male,Spanish,Monterey County,Below 100%
5296,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
6502,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
44277,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
66319,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Monterey County,Below 100%
97811,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Monterey County,Below 100%
83886,La Manzana Community Resources,19-59,Multi-racial,Male,Spanish,Monterey County,Below 100%
60575,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
91663,La Manzana Community Resources,19-59,Multi-racial,Female,English,South County,Below 100%
87650,La Manzana Community Resources,19-59,Multi-racial,Male,Spanish,Watsonville,Below 100%
81798,La Manzana Community Resources,19-59,Multi-racial,Male,English,Watsonville,Below 100%
14799,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
74389,La Manzana Community Resources,19-59,Latino,Female,Spanish,Watsonville,Below 100%
37429,La Manzana Community Resources,19-59,Multi-racial,Female,English,Watsonville,Below 100%
9955,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
36561,La Manzana Community Resources,19-59,Latino,Female,Spanish,Watsonville,Below 100%
97670,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,South County,Below 100%
95204,La Manzana Community Resources,19-59,Multi-racial,Male,Other,Watsonville,Below 100%
11008,La Manzana Community Resources,19-59,Latino,Female,Spanish,Watsonville,Below 100%
89919,La Manzana Community Resources,19-59,Latino,Female,English,Watsonville,Below 100%
23386,La Manzana Community Resources,19-59,Latino,Female,Spanish,Watsonville,Below 100%
51539,La Manzana Community Resources,19-59,Multi-racial,Male,Spanish,Watsonville,100%-200%
91163,La Manzana Community Resources,19-59,Multi-racial,Male,Spanish,San Benito County,100%-200%
43881,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Monterey County,Below 100%
97537,La Manzana Community Resources,19-59,Multi-racial,Male,Spanish,Watsonville,Below 100%
98107,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
98420,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
91202,La Manzana Community Resources,19-59,Multi-racial,Female,English,Monterey County,Below 100%
14676,La Manzana Community Resources,19-59,Latino,Female,Spanish,Watsonville,Below 100%
51116,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
90309,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Monterey County,Below 100%
3225,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
86427,La Manzana Community Resources,19-59,Multi-racial,Male,Other,Monterey County,Below 100%
18088,La Manzana Community Resources,19-59,Latino,Female,Spanish,South County,Below 100%
91908,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
64085,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,South County,Below 100%
2624,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
62893,La Manzana Community Resources,19-59,Multi-racial,Female,Other,Monterey County,Below 100%
6636,La Manzana Community Resources,19-59,Latino,Male,Spanish,Watsonville,Below 100%
86561,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Monterey County,Below 100%
82043,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,South County,Below 100%
36039,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
18399,La Manzana Community Resources,19-59,Latino,Female,Spanish,Watsonville,Below 100%
88579,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,South County,Below 100%
90137,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
93101,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
12809,La Manzana Community Resources,19-59,Multi-racial,Male,Spanish,Watsonville,Below 100%
46751,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
77262,La Manzana Community Resources,19-59,Multi-racial,Female,English,Monterey County,Below 100%
16048,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
96155,La Manzana Community Resources,19-59,Multi-racial,Male,Spanish,Monterey County,Below 100%
84947,La Manzana Community Resources,19-59,Multi-racial,Male,Spanish,Monterey County,Below 100%
89261,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
81998,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,South County,Below 100%
2636,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
77076,La Manzana Community Resources,19-59,Multi-racial,Male,Spanish,Watsonville,Below 100%
3760,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
82856,La Manzana Community Resources,19-59,Multi-racial,Male,Spanish,Watsonville,Below 100%
95854,La Manzana Community Resources,19-59,Multi-racial,Male,Spanish,Watsonville,Below 100%
11717,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
21796,La Manzana Community Resources,19-59,Latino,Male,Spanish,Watsonville,Below 100%
14498,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Monterey County,Below 100%
10948,La Manzana Community Resources,19-59,Multi-racial,Female,English,Watsonville,Below 100%
97562,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
5209,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
91364,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Monterey County,Below 100%
79944,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
61852,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
10817,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
5438,La Manzana Community Resources,19-59,Latino,Female,Spanish,Watsonville,Below 100%
84223,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
9713,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
91922,La Manzana Community Resources,19-59,Multi-racial,Female,English,Watsonville,Below 100%
82903,La Manzana Community Resources,19-59,Multi-racial,Female,English,Watsonville,Below 100%
18453,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
53722,La Manzana Community Resources,19-59,Multi-racial,Male,Spanish,Watsonville,Below 100%
50093,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
8030,La Manzana Community Resources,19-59,Latino,Female,Spanish,Watsonville,Below 100%
3992,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
75117,La Manzana Community Resources,19-59,Multi-racial,Female,Other,Watsonville,Below 100%
30743,La Manzana Community Resources,19-59,Latino,Female,Spanish,Watsonville,Below 100%
63535,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
78718,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,South County,Below 100%
56737,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
3823,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
77298,La Manzana Community Resources,19-59,Multi-racial,Male,Spanish,Watsonville,Below 100%
96982,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Monterey County,Below 100%
42094,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
63359,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,South County,Below 100%
94187,La Manzana Community Resources,19-59,Multi-racial,Male,Spanish,Monterey County,Below 100%
90783,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,South County,Below 100%
42035,La Manzana Community Resources,19-59,Multi-racial,Male,Spanish,Watsonville,Below 100%
87394,La Manzana Community Resources,19-59,Multi-racial,Male,Spanish,Watsonville,Below 100%
94472,La Manzana Community Resources,19-59,White,Female,English,Watsonville,Below 100%
10403,La Manzana Community Resources,19-59,Latino,Male,Other,Watsonville,Below 100%
42125,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
92369,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
86601,La Manzana Community Resources,19-59,Latino,Female,Spanish,Watsonville,Below 100%
1513,La Manzana Community Resources,19-59,Latino,Female,Spanish,Watsonville,Below 100%
97138,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Monterey County,Below 100%
31897,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
79268,La Manzana Community Resources,19-59,White,Male,Spanish,Monterey County,Below 100%
98321,La Manzana Community Resources,19-59,Multi-racial,Male,Other,Watsonville,Below 100%
61654,La Manzana Community Resources,19-59,Multi-racial,Male,Spanish,Monterey County,Below 100%
23203,La Manzana Community Resources,19-59,Latino,Female,Spanish,Watsonville,Below 100%
93359,La Manzana Community Resources,19-59,Multi-racial,Male,Spanish,Monterey County,Below 100%
68122,La Manzana Community Resources,19-59,Multi-racial,Male,Spanish,Watsonville,Below 100%
96674,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
79185,La Manzana Community Resources,19-59,Multi-racial,Male,Spanish,Watsonville,Below 100%
51945,La Manzana Community Resources,19-59,Multi-racial,Male,Spanish,Watsonville,Below 100%
3061,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
47366,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
49656,La Manzana Community Resources,19-59,Latino,Female,Spanish,Watsonville,Below 100%
1494,La Manzana Community Resources,19-59,Latino,Female,Spanish,Watsonville,Below 100%
1590,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
32578,La Manzana Community Resources,19-59,Multi-racial,Male,Spanish,South County,Below 100%
22607,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
85627,La Manzana Community Resources,19-59,Latino,Female,Spanish,Watsonville,Below 100%
17161,La Manzana Community Resources,19-59,Latino,Female,Spanish,Watsonville,Below 100%
85891,La Manzana Community Resources,19-59,Multi-racial,Male,Spanish,Monterey County,Below 100%
33278,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
19435,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
11631,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
87673,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Monterey County,Below 100%
12776,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
7023,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
93702,La Manzana Community Resources,19-59,Multi-racial,Male,Spanish,Monterey County,Below 100%
86632,La Manzana Community Resources,19-59,Multi-racial,Male,Spanish,Watsonville,Below 100%
90346,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
98401,La Manzana Community Resources,19-59,White,Male,Spanish,Watsonville,Below 100%
9825,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
51217,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
17140,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,South County,Below 100%
1544,La Manzana Community Resources,19-59,Latino,Female,Spanish,Watsonville,Below 100%
13973,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
40440,La Manzana Community Resources,19-59,Multi-racial,Female,Spanish,Watsonville,Below 100%
